hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,quarterly,State,Iowa,IA,2018,1,135.3,236.93
traditional,purchase-only,quarterly,State,Iowa,IA,2019,1,144.93,246.66
traditional,purchase-only,quarterly,State,Iowa,IA,2020,1,153.48,255.29
traditional,purchase-only,quarterly,State,Iowa,IA,2021,1,177.59,279.61
traditional,purchase-only,quarterly,State,Iowa,IA,2022,1,209.91,312.24
traditional,purchase-only,quarterly,State,Iowa,IA,2023,1,232.58,335.21
traditional,purchase-only,quarterly,State,Iowa,IA,2024,1,251.32,354.17
traditional,purchase-only,quarterly,State,Idaho,ID,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Idaho,ID,1992,1,7.27,107.29
traditional,purchase-only,quarterly,State,Idaho,ID,1993,1,16.2,116.25
traditional,purchase-only,quarterly,State,Idaho,ID,1994,1,26.54,126.62
traditional,purchase-only,quarterly,State,Idaho,ID,1995,1,33.67,133.75
traditional,purchase-only,quarterly,State,Idaho,ID,1996,1,36.83,136.86
traditional,purchase-only,quarterly,State,Idaho,ID,1997,1,38.89,138.84
traditional,purchase-only,quarterly,State,Idaho,ID,1998,1,42.08,141.96
traditional,purchase-only,quarterly,State,Idaho,ID,1999,1,45.78,145.64
traditional,purchase-only,quarterly,State,Idaho,ID,2000,1,50.6,150.45
traditional,purchase-only,quarterly,State,Idaho,ID,2001,1,55.06,154.99
traditional,purchase-only,quarterly,State,Idaho,ID,2002,1,58.51,158.52
traditional,purchase-only,quarterly,State,Idaho,ID,2003,1,66.45,166.64
traditional,purchase-only,quarterly,State,Idaho,ID,2004,1,76.02,176.35
traditional,purchase-only,quarterly,State,Idaho,ID,2005,1,99.73,200.24
traditional,purchase-only,quarterly,State,Idaho,ID,2006,1,135.27,235.87
traditional,purchase-only,quarterly,State,Idaho,ID,2007,1,158.49,259.42
traditional,purchase-only,quarterly,State,Idaho,ID,2008,1,157.45,258.85
traditional,purchase-only,quarterly,State,Idaho,ID,2009,1,133.95,235.87
traditional,purchase-only,quarterly,State,Idaho,ID,2010,1,106.39,208.6
traditional,purchase-only,quarterly,State,Idaho,ID,2011,1,77.61,179.87
traditional,purchase-only,quarterly,State,Idaho,ID,2012,1,81.49,183.96
traditional,purchase-only,quarterly,State,Idaho,ID,2013,1,103.74,206.4
traditional,purchase-only,quarterly,State,Idaho,ID,2014,1,118.35,220.81
traditional,purchase-only,quarterly,State,Idaho,ID,2015,1,127.67,229.82
traditional,purchase-only,quarterly,State,Idaho,ID,2016,1,148.59,250.5
traditional,purchase-only,quarterly,State,Idaho,ID,2017,1,171.74,273.41
traditional,purchase-only,quarterly,State,Idaho,ID,2018,1,202.4,303.9
traditional,purchase-only,quarterly,State,Idaho,ID,2019,1,243.78,345.27
traditional,purchase-only,quarterly,State,Idaho,ID,2020,1,287.89,389.57
traditional,purchase-only,quarterly,State,Idaho,ID,2021,1,382.8,484.74
traditional,purchase-only,quarterly,State,Idaho,ID,2022,1,501.0,603.46
traditional,purchase-only,quarterly,State,Idaho,ID,2023,1,493.29,595.61
traditional,purchase-only,quarterly,State,Idaho,ID,2024,1,517.33,619.75
traditional,purchase-only,quarterly,State,Illinois,IL,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Illinois,IL,1992,1,3.28,103.32
traditional,purchase-only,quarterly,State,Illinois,IL,1993,1,7.17,107.3
traditional,purchase-only,quarterly,State,Illinois,IL,1994,1,12.44,112.65
traditional,purchase-only,quarterly,State,Illinois,IL,1995,1,15.69,116.01
traditional,purchase-only,quarterly,State,Illinois,IL,1996,1,19.68,120.03
traditional,purchase-only,quarterly,State,Illinois,IL,1997,1,22.02,122.39
traditional,purchase-only,quarterly,State,Illinois,IL,1998,1,24.98,125.33
traditional,purchase-only,quarterly,State,Illinois,IL,1999,1,30.45,130.83
traditional,purchase-only,quarterly,State,Illinois,IL,2000,1,37.82,138.24
traditional,purchase-only,quarterly,State,Illinois,IL,2001,1,47.36,147.9
traditional,purchase-only,quarterly,State,Illinois,IL,2002,1,56.82,157.47
traditional,purchase-only,quarterly,State,Illinois,IL,2003,1,67.49,168.3
traditional,purchase-only,quarterly,State,Illinois,IL,2004,1,79.25,180.2
traditional,purchase-only,quarterly,State,Illinois,IL,2005,1,91.11,192.2
traditional,purchase-only,quarterly,State,Illinois,IL,2006,1,104.03,205.37
traditional,purchase-only,quarterly,State,Illinois,IL,2007,1,110.3,212.01
traditional,purchase-only,quarterly,State,Illinois,IL,2008,1,100.04,202.12
traditional,purchase-only,quarterly,State,Illinois,IL,2009,1,82.33,184.73
traditional,purchase-only,quarterly,State,Illinois,IL,2010,1,74.97,177.75
traditional,purchase-only,quarterly,State,Illinois,IL,2011,1,64.36,167.34
traditional,purchase-only,quarterly,State,Illinois,IL,2012,1,58.36,161.48
traditional,purchase-only,quarterly,State,Illinois,IL,2013,1,61.63,164.92
traditional,purchase-only,quarterly,State,Illinois,IL,2014,1,68.63,172.01
traditional,purchase-only,quarterly,State,Illinois,IL,2015,1,73.57,176.76
traditional,purchase-only,quarterly,State,Illinois,IL,2016,1,78.27,181.08
traditional,purchase-only,quarterly,State,Illinois,IL,2017,1,87.57,189.98
traditional,purchase-only,quarterly,State,Illinois,IL,2018,1,93.13,195.2
traditional,purchase-only,quarterly,State,Illinois,IL,2019,1,97.57,199.46
traditional,purchase-only,quarterly,State,Illinois,IL,2020,1,104.17,206.03
traditional,purchase-only,quarterly,State,Illinois,IL,2021,1,124.59,226.64
traditional,purchase-only,quarterly,State,Illinois,IL,2022,1,153.74,256.02
traditional,purchase-only,quarterly,State,Illinois,IL,2023,1,165.57,268.01
traditional,purchase-only,quarterly,State,Illinois,IL,2024,1,191.64,294.32
traditional,purchase-only,quarterly,State,Indiana,IN,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Indiana,IN,1992,1,2.41,102.41
traditional,purchase-only,quarterly,State,Indiana,IN,1993,1,7.01,107.04
traditional,purchase-only,quarterly,State,Indiana,IN,1994,1,12.62,112.68
traditional,purchase-only,quarterly,State,Indiana,IN,1995,1,17.84,117.94
traditional,purchase-only,quarterly,State,Indiana,IN,1996,1,22.02,122.15
traditional,purchase-only,quarterly,State,Indiana,IN,1997,1,25.96,126.08
traditional,purchase-only,quarterly,State,Indiana,IN,1998,1,29.82,129.89
traditional,purchase-only,quarterly,State,Indiana,IN,1999,1,34.89,134.9
traditional,purchase-only,quarterly,State,Indiana,IN,2000,1,40.58,140.53
traditional,purchase-only,quarterly,State,Indiana,IN,2001,1,43.66,143.63
traditional,purchase-only,quarterly,State,Indiana,IN,2002,1,47.45,147.52
traditional,purchase-only,quarterly,State,Indiana,IN,2003,1,50.64,150.93
traditional,purchase-only,quarterly,State,Indiana,IN,2004,1,54.54,155.06
traditional,purchase-only,quarterly,State,Indiana,IN,2005,1,59.65,160.37
traditional,purchase-only,quarterly,State,Indiana,IN,2006,1,63.95,164.83
traditional,purchase-only,quarterly,State,Indiana,IN,2007,1,66.83,167.93
traditional,purchase-only,quarterly,State,Indiana,IN,2008,1,63.05,164.4
traditional,purchase-only,quarterly,State,Indiana,IN,2009,1,56.7,158.35
traditional,purchase-only,quarterly,State,Indiana,IN,2010,1,54.48,156.41
traditional,purchase-only,quarterly,State,Indiana,IN,2011,1,50.73,152.8
traditional,purchase-only,quarterly,State,Indiana,IN,2012,1,52.61,154.71
traditional,purchase-only,quarterly,State,Indiana,IN,2013,1,58.22,160.26
traditional,purchase-only,quarterly,State,Indiana,IN,2014,1,63.0,164.86
traditional,purchase-only,quarterly,State,Indiana,IN,2015,1,68.54,170.26
traditional,purchase-only,quarterly,State,Indiana,IN,2016,1,74.11,175.69
traditional,purchase-only,quarterly,State,Indiana,IN,2017,1,84.27,185.76
traditional,purchase-only,quarterly,State,Indiana,IN,2018,1,98.01,199.41
traditional,purchase-only,quarterly,State,Indiana,IN,2019,1,111.28,212.61
traditional,purchase-only,quarterly,State,Indiana,IN,2020,1,127.5,228.83
traditional,purchase-only,quarterly,State,Indiana,IN,2021,1,157.31,258.8
traditional,purchase-only,quarterly,State,Indiana,IN,2022,1,197.07,298.88
traditional,purchase-only,quarterly,State,Indiana,IN,2023,1,215.03,317.01
traditional,purchase-only,quarterly,State,Indiana,IN,2024,1,240.39,342.52
traditional,purchase-only,quarterly,State,Kansas,KS,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Kansas,KS,1992,1,1.74,101.78
traditional,purchase-only,quarterly,State,Kansas,KS,1993,1,5.4,105.51
traditional,purchase-only,quarterly,State,Kansas,KS,1994,1,12.31,112.51
traditional,purchase-only,quarterly,State,Kansas,KS,1995,1,18.92,119.22
traditional,purchase-only,quarterly,State,Kansas,KS,1996,1,24.09,124.45
traditional,purchase-only,quarterly,State,Kansas,KS,1997,1,27.74,128.08
traditional,purchase-only,quarterly,State,Kansas,KS,1998,1,35.46,135.78
traditional,purchase-only,quarterly,State,Kansas,KS,1999,1,44.52,144.85
traditional,purchase-only,quarterly,State,Kansas,KS,2000,1,49.94,150.3
traditional,purchase-only,quarterly,State,Kansas,KS,2001,1,55.47,155.9
traditional,purchase-only,quarterly,State,Kansas,KS,2002,1,62.38,162.94
traditional,purchase-only,quarterly,State,Kansas,KS,2003,1,68.78,169.44
traditional,purchase-only,quarterly,State,Kansas,KS,2004,1,75.47,176.22
traditional,purchase-only,quarterly,State,Kansas,KS,2005,1,82.14,182.98
traditional,purchase-only,quarterly,State,Kansas,KS,2006,1,91.0,191.94
traditional,purchase-only,quarterly,State,Kansas,KS,2007,1,96.48,197.66
traditional,purchase-only,quarterly,State,Kansas,KS,2008,1,95.62,197.12
traditional,purchase-only,quarterly,State,Kansas,KS,2009,1,93.54,195.5
traditional,purchase-only,quarterly,State,Kansas,KS,2010,1,88.56,190.95
traditional,purchase-only,quarterly,State,Kansas,KS,2011,1,82.04,184.71
traditional,purchase-only,quarterly,State,Kansas,KS,2012,1,82.9,185.73
traditional,purchase-only,quarterly,State,Kansas,KS,2013,1,86.89,189.63
traditional,purchase-only,quarterly,State,Kansas,KS,2014,1,95.44,197.98
traditional,purchase-only,quarterly,State,Kansas,KS,2015,1,101.62,203.77
traditional,purchase-only,quarterly,State,Kansas,KS,2016,1,110.95,212.81
traditional,purchase-only,quarterly,State,Kansas,KS,2017,1,120.02,221.59
traditional,purchase-only,quarterly,State,Kansas,KS,2018,1,132.8,234.37
traditional,purchase-only,quarterly,State,Kansas,KS,2019,1,143.53,245.06
traditional,purchase-only,quarterly,State,Kansas,KS,2020,1,156.06,257.63
traditional,purchase-only,quarterly,State,Kansas,KS,2021,1,187.69,289.23
traditional,purchase-only,quarterly,State,Kansas,KS,2022,1,231.22,332.66
traditional,purchase-only,quarterly,State,Kansas,KS,2023,1,248.89,349.73
traditional,purchase-only,quarterly,State,Kansas,KS,2024,1,284.33,384.57
traditional,purchase-only,quarterly,State,Kentucky,KY,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Kentucky,KY,1992,1,3.13,103.15
traditional,purchase-only,quarterly,State,Kentucky,KY,1993,1,7.41,107.48
traditional,purchase-only,quarterly,State,Kentucky,KY,1994,1,14.04,114.23
traditional,purchase-only,quarterly,State,Kentucky,KY,1995,1,18.43,118.73
traditional,purchase-only,quarterly,State,Kentucky,KY,1996,1,23.17,123.58
traditional,purchase-only,quarterly,State,Kentucky,KY,1997,1,28.83,129.32
traditional,purchase-only,quarterly,State,Kentucky,KY,1998,1,32.35,132.91
traditional,purchase-only,quarterly,State,Kentucky,KY,1999,1,39.65,140.29
traditional,purchase-only,quarterly,State,Kentucky,KY,2000,1,46.67,147.43
traditional,purchase-only,quarterly,State,Kentucky,KY,2001,1,50.67,151.54
traditional,purchase-only,quarterly,State,Kentucky,KY,2002,1,55.73,156.72
traditional,purchase-only,quarterly,State,Kentucky,KY,2003,1,61.98,163.08
traditional,purchase-only,quarterly,State,Kentucky,KY,2004,1,70.82,172.05
traditional,purchase-only,quarterly,State,Kentucky,KY,2005,1,76.74,178.09
traditional,purchase-only,quarterly,State,Kentucky,KY,2006,1,85.73,187.35
traditional,purchase-only,quarterly,State,Kentucky,KY,2007,1,88.63,190.49
traditional,purchase-only,quarterly,State,Kentucky,KY,2008,1,87.08,189.16
traditional,purchase-only,quarterly,State,Kentucky,KY,2009,1,84.16,186.41
traditional,purchase-only,quarterly,State,Kentucky,KY,2010,1,83.65,186.04
traditional,purchase-only,quarterly,State,Kentucky,KY,2011,1,79.93,182.39
traditional,purchase-only,quarterly,State,Kentucky,KY,2012,1,80.72,183.27
traditional,purchase-only,quarterly,State,Kentucky,KY,2013,1,84.22,186.87
traditional,purchase-only,quarterly,State,Kentucky,KY,2014,1,87.52,190.17
traditional,purchase-only,quarterly,State,Kentucky,KY,2015,1,95.21,197.82
traditional,purchase-only,quarterly,State,Kentucky,KY,2016,1,103.83,206.39
traditional,purchase-only,quarterly,State,Kentucky,KY,2017,1,114.65,217.1
traditional,purchase-only,quarterly,State,Kentucky,KY,2018,1,127.4,229.89
traditional,purchase-only,quarterly,State,Kentucky,KY,2019,1,136.26,238.75
traditional,purchase-only,quarterly,State,Kentucky,KY,2020,1,150.75,253.42
traditional,purchase-only,quarterly,State,Kentucky,KY,2021,1,179.72,282.64
traditional,purchase-only,quarterly,State,Kentucky,KY,2022,1,223.99,327.6
traditional,purchase-only,quarterly,State,Kentucky,KY,2023,1,248.37,352.43
traditional,purchase-only,quarterly,State,Kentucky,KY,2024,1,268.27,372.89
traditional,purchase-only,quarterly,State,Louisiana,LA,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Louisiana,LA,1992,1,6.02,106.04
traditional,purchase-only,quarterly,State,Louisiana,LA,1993,1,11.86,111.86
traditional,purchase-only,quarterly,State,Louisiana,LA,1994,1,20.37,120.34
traditional,purchase-only,quarterly,State,Louisiana,LA,1995,1,24.19,124.1
traditional,purchase-only,quarterly,State,Louisiana,LA,1996,1,32.19,132.07
traditional,purchase-only,quarterly,State,Louisiana,LA,1997,1,37.6,137.45
traditional,purchase-only,quarterly,State,Louisiana,LA,1998,1,42.99,142.82
traditional,purchase-only,quarterly,State,Louisiana,LA,1999,1,48.99,148.83
traditional,purchase-only,quarterly,State,Louisiana,LA,2000,1,54.72,154.55
traditional,purchase-only,quarterly,State,Louisiana,LA,2001,1,59.42,159.25
traditional,purchase-only,quarterly,State,Louisiana,LA,2002,1,65.09,164.84
traditional,purchase-only,quarterly,State,Louisiana,LA,2003,1,74.91,174.6
traditional,purchase-only,quarterly,State,Louisiana,LA,2004,1,84.16,183.76
traditional,purchase-only,quarterly,State,Louisiana,LA,2005,1,95.87,195.47
traditional,purchase-only,quarterly,State,Louisiana,LA,2006,1,119.74,219.35
traditional,purchase-only,quarterly,State,Louisiana,LA,2007,1,133.9,233.65
traditional,purchase-only,quarterly,State,Louisiana,LA,2008,1,134.17,234.19
traditional,purchase-only,quarterly,State,Louisiana,LA,2009,1,129.78,230.2
traditional,purchase-only,quarterly,State,Louisiana,LA,2010,1,127.21,227.93
traditional,purchase-only,quarterly,State,Louisiana,LA,2011,1,120.18,221.03
traditional,purchase-only,quarterly,State,Louisiana,LA,2012,1,121.85,222.65
traditional,purchase-only,quarterly,State,Louisiana,LA,2013,1,133.26,233.9
traditional,purchase-only,quarterly,State,Louisiana,LA,2014,1,138.97,239.28
traditional,purchase-only,quarterly,State,Louisiana,LA,2015,1,148.72,248.75
traditional,purchase-only,quarterly,State,Louisiana,LA,2016,1,157.16,257.05
traditional,purchase-only,quarterly,State,Louisiana,LA,2017,1,164.3,264.24
traditional,purchase-only,quarterly,State,Louisiana,LA,2018,1,171.92,272.04
traditional,purchase-only,quarterly,State,Louisiana,LA,2019,1,177.25,277.65
traditional,purchase-only,quarterly,State,Louisiana,LA,2020,1,185.45,286.2
traditional,purchase-only,quarterly,State,Louisiana,LA,2021,1,208.21,309.43
traditional,purchase-only,quarterly,State,Louisiana,LA,2022,1,242.01,343.75
traditional,purchase-only,quarterly,State,Louisiana,LA,2023,1,245.2,347.15
traditional,purchase-only,quarterly,State,Louisiana,LA,2024,1,253.6,355.7
traditional,purchase-only,quarterly,State,Massachusetts,MA,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Massachusetts,MA,1992,1,-1.45,98.64
traditional,purchase-only,quarterly,State,Massachusetts,MA,1993,1,-5.23,94.97
traditional,purchase-only,quarterly,State,Massachusetts,MA,1994,1,-3.45,96.77
traditional,purchase-only,quarterly,State,Massachusetts,MA,1995,1,-2.42,97.83
traditional,purchase-only,quarterly,State,Massachusetts,MA,1996,1,0.66,100.95
traditional,purchase-only,quarterly,State,Massachusetts,MA,1997,1,4.07,104.48
traditional,purchase-only,quarterly,State,Massachusetts,MA,1998,1,11.85,112.39
traditional,purchase-only,quarterly,State,Massachusetts,MA,1999,1,23.5,124.15
traditional,purchase-only,quarterly,State,Massachusetts,MA,2000,1,39.45,140.22
traditional,purchase-only,quarterly,State,Massachusetts,MA,2001,1,60.86,161.8
traditional,purchase-only,quarterly,State,Massachusetts,MA,2002,1,80.53,181.6
traditional,purchase-only,quarterly,State,Massachusetts,MA,2003,1,104.06,205.19
traditional,purchase-only,quarterly,State,Massachusetts,MA,2004,1,125.31,226.24
traditional,purchase-only,quarterly,State,Massachusetts,MA,2005,1,145.05,245.71
traditional,purchase-only,quarterly,State,Massachusetts,MA,2006,1,148.61,248.76
traditional,purchase-only,quarterly,State,Massachusetts,MA,2007,1,137.13,236.93
traditional,purchase-only,quarterly,State,Massachusetts,MA,2008,1,127.33,226.91
traditional,purchase-only,quarterly,State,Massachusetts,MA,2009,1,117.75,217.61
traditional,purchase-only,quarterly,State,Massachusetts,MA,2010,1,112.37,212.82
traditional,purchase-only,quarterly,State,Massachusetts,MA,2011,1,106.21,207.35
traditional,purchase-only,quarterly,State,Massachusetts,MA,2012,1,103.14,204.78
traditional,purchase-only,quarterly,State,Massachusetts,MA,2013,1,110.87,212.9
traditional,purchase-only,quarterly,State,Massachusetts,MA,2014,1,118.54,220.75
traditional,purchase-only,quarterly,State,Massachusetts,MA,2015,1,129.01,231.32
traditional,purchase-only,quarterly,State,Massachusetts,MA,2016,1,140.33,242.53
traditional,purchase-only,quarterly,State,Massachusetts,MA,2017,1,154.1,256.04
traditional,purchase-only,quarterly,State,Massachusetts,MA,2018,1,171.77,273.31
traditional,purchase-only,quarterly,State,Massachusetts,MA,2019,1,185.94,287.21
traditional,purchase-only,quarterly,State,Massachusetts,MA,2020,1,202.53,303.76
traditional,purchase-only,quarterly,State,Massachusetts,MA,2021,1,242.77,344.19
traditional,purchase-only,quarterly,State,Massachusetts,MA,2022,1,293.38,394.83
traditional,purchase-only,quarterly,State,Massachusetts,MA,2023,1,305.95,407.14
traditional,purchase-only,quarterly,State,Massachusetts,MA,2024,1,342.01,442.88
traditional,purchase-only,quarterly,State,Maryland,MD,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Maryland,MD,1992,1,2.79,102.75
traditional,purchase-only,quarterly,State,Maryland,MD,1993,1,1.0,100.86
traditional,purchase-only,quarterly,State,Maryland,MD,1994,1,2.15,101.87
traditional,purchase-only,quarterly,State,Maryland,MD,1995,1,1.91,101.49
traditional,purchase-only,quarterly,State,Maryland,MD,1996,1,2.69,102.13
traditional,purchase-only,quarterly,State,Maryland,MD,1997,1,3.08,102.5
traditional,purchase-only,quarterly,State,Maryland,MD,1998,1,4.61,104.09
traditional,purchase-only,quarterly,State,Maryland,MD,1999,1,8.83,108.48
traditional,purchase-only,quarterly,State,Maryland,MD,2000,1,14.68,114.52
traditional,purchase-only,quarterly,State,Maryland,MD,2001,1,24.6,124.67
traditional,purchase-only,quarterly,State,Maryland,MD,2002,1,38.86,139.12
traditional,purchase-only,quarterly,State,Maryland,MD,2003,1,57.78,158.21
traditional,purchase-only,quarterly,State,Maryland,MD,2004,1,85.34,185.83
traditional,purchase-only,quarterly,State,Maryland,MD,2005,1,122.64,223.06
traditional,purchase-only,quarterly,State,Maryland,MD,2006,1,157.61,257.77
traditional,purchase-only,quarterly,State,Maryland,MD,2007,1,166.98,266.99
traditional,purchase-only,quarterly,State,Maryland,MD,2008,1,147.36,247.45
traditional,purchase-only,quarterly,State,Maryland,MD,2009,1,118.95,219.47
traditional,purchase-only,quarterly,State,Maryland,MD,2010,1,108.37,209.41
traditional,purchase-only,quarterly,State,Maryland,MD,2011,1,97.43,199.02
traditional,purchase-only,quarterly,State,Maryland,MD,2012,1,94.48,196.44
traditional,purchase-only,quarterly,State,Maryland,MD,2013,1,105.97,208.23
traditional,purchase-only,quarterly,State,Maryland,MD,2014,1,113.62,215.81
traditional,purchase-only,quarterly,State,Maryland,MD,2015,1,115.48,217.39
traditional,purchase-only,quarterly,State,Maryland,MD,2016,1,123.4,225.05
traditional,purchase-only,quarterly,State,Maryland,MD,2017,1,130.98,232.31
traditional,purchase-only,quarterly,State,Maryland,MD,2018,1,141.8,242.76
traditional,purchase-only,quarterly,State,Maryland,MD,2019,1,145.04,245.49
traditional,purchase-only,quarterly,State,Maryland,MD,2020,1,154.6,254.68
traditional,purchase-only,quarterly,State,Maryland,MD,2021,1,188.02,287.65
traditional,purchase-only,quarterly,State,Maryland,MD,2022,1,224.13,323.42
traditional,purchase-only,quarterly,State,Maryland,MD,2023,1,231.63,330.63
traditional,purchase-only,quarterly,State,Maryland,MD,2024,1,254.2,353.14
traditional,purchase-only,quarterly,State,Maine,ME,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Maine,ME,1992,1,2.33,102.4
traditional,purchase-only,quarterly,State,Maine,ME,1993,1,-4.71,95.42
traditional,purchase-only,quarterly,State,Maine,ME,1994,1,-1.61,98.7
traditional,purchase-only,quarterly,State,Maine,ME,1995,1,-3.29,97.19
traditional,purchase-only,quarterly,State,Maine,ME,1996,1,1.27,102.05
traditional,purchase-only,quarterly,State,Maine,ME,1997,1,0.95,101.96
traditional,purchase-only,quarterly,State,Maine,ME,1998,1,5.02,106.3
traditional,purchase-only,quarterly,State,Maine,ME,1999,1,11.78,113.27
traditional,purchase-only,quarterly,State,Maine,ME,2000,1,20.73,122.32
traditional,purchase-only,quarterly,State,Maine,ME,2001,1,35.25,136.87
traditional,purchase-only,quarterly,State,Maine,ME,2002,1,50.44,151.96
traditional,purchase-only,quarterly,State,Maine,ME,2003,1,68.13,169.6
traditional,purchase-only,quarterly,State,Maine,ME,2004,1,83.87,185.34
traditional,purchase-only,quarterly,State,Maine,ME,2005,1,107.49,209.22
traditional,purchase-only,quarterly,State,Maine,ME,2006,1,117.91,219.78
traditional,purchase-only,quarterly,State,Maine,ME,2007,1,116.48,218.33
traditional,purchase-only,quarterly,State,Maine,ME,2008,1,113.55,215.37
traditional,purchase-only,quarterly,State,Maine,ME,2009,1,108.58,210.39
traditional,purchase-only,quarterly,State,Maine,ME,2010,1,100.75,202.51
traditional,purchase-only,quarterly,State,Maine,ME,2011,1,93.64,195.29
traditional,purchase-only,quarterly,State,Maine,ME,2012,1,92.74,194.46
traditional,purchase-only,quarterly,State,Maine,ME,2013,1,99.29,201.22
traditional,purchase-only,quarterly,State,Maine,ME,2014,1,99.73,201.92
traditional,purchase-only,quarterly,State,Maine,ME,2015,1,101.9,204.31
traditional,purchase-only,quarterly,State,Maine,ME,2016,1,110.29,213.11
traditional,purchase-only,quarterly,State,Maine,ME,2017,1,121.17,224.35
traditional,purchase-only,quarterly,State,Maine,ME,2018,1,135.55,239.26
traditional,purchase-only,quarterly,State,Maine,ME,2019,1,151.06,255.31
traditional,purchase-only,quarterly,State,Maine,ME,2020,1,168.39,273.56
traditional,purchase-only,quarterly,State,Maine,ME,2021,1,210.42,316.87
traditional,purchase-only,quarterly,State,Maine,ME,2022,1,275.98,384.02
traditional,purchase-only,quarterly,State,Maine,ME,2023,1,310.01,418.32
traditional,purchase-only,quarterly,State,Maine,ME,2024,1,352.35,460.71
traditional,purchase-only,quarterly,State,Michigan,MI,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Michigan,MI,1992,1,3.7,103.71
traditional,purchase-only,quarterly,State,Michigan,MI,1993,1,5.52,105.55
traditional,purchase-only,quarterly,State,Michigan,MI,1994,1,10.44,110.47
traditional,purchase-only,quarterly,State,Michigan,MI,1995,1,17.59,117.61
traditional,purchase-only,quarterly,State,Michigan,MI,1996,1,27.56,127.57
traditional,purchase-only,quarterly,State,Michigan,MI,1997,1,36.63,136.64
traditional,purchase-only,quarterly,State,Michigan,MI,1998,1,44.57,144.6
traditional,purchase-only,quarterly,State,Michigan,MI,1999,1,54.8,154.82
traditional,purchase-only,quarterly,State,Michigan,MI,2000,1,65.28,165.31
traditional,purchase-only,quarterly,State,Michigan,MI,2001,1,74.73,174.8
traditional,purchase-only,quarterly,State,Michigan,MI,2002,1,82.12,182.32
traditional,purchase-only,quarterly,State,Michigan,MI,2003,1,88.49,188.88
traditional,purchase-only,quarterly,State,Michigan,MI,2004,1,94.25,194.9
traditional,purchase-only,quarterly,State,Michigan,MI,2005,1,98.59,199.52
traditional,purchase-only,quarterly,State,Michigan,MI,2006,1,95.43,196.57
traditional,purchase-only,quarterly,State,Michigan,MI,2007,1,86.72,187.99
traditional,purchase-only,quarterly,State,Michigan,MI,2008,1,66.16,167.67
traditional,purchase-only,quarterly,State,Michigan,MI,2009,1,54.06,156.08
traditional,purchase-only,quarterly,State,Michigan,MI,2010,1,40.73,143.31
traditional,purchase-only,quarterly,State,Michigan,MI,2011,1,35.11,138.03
traditional,purchase-only,quarterly,State,Michigan,MI,2012,1,36.9,139.92
traditional,purchase-only,quarterly,State,Michigan,MI,2013,1,50.97,154.0
traditional,purchase-only,quarterly,State,Michigan,MI,2014,1,62.57,165.44
traditional,purchase-only,quarterly,State,Michigan,MI,2015,1,72.26,174.93
traditional,purchase-only,quarterly,State,Michigan,MI,2016,1,83.26,185.66
traditional,purchase-only,quarterly,State,Michigan,MI,2017,1,97.08,199.22
traditional,purchase-only,quarterly,State,Michigan,MI,2018,1,113.0,214.94
traditional,purchase-only,quarterly,State,Michigan,MI,2019,1,125.5,227.47
traditional,purchase-only,quarterly,State,Michigan,MI,2020,1,139.92,241.98
traditional,purchase-only,quarterly,State,Michigan,MI,2021,1,171.33,273.63
traditional,purchase-only,quarterly,State,Michigan,MI,2022,1,213.21,315.78
traditional,purchase-only,quarterly,State,Michigan,MI,2023,1,226.66,329.28
traditional,purchase-only,quarterly,State,Michigan,MI,2024,1,252.73,355.57
traditional,purchase-only,quarterly,State,Minnesota,MN,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Minnesota,MN,1992,1,1.09,101.12
traditional,purchase-only,quarterly,State,Minnesota,MN,1993,1,5.21,105.32
traditional,purchase-only,quarterly,State,Minnesota,MN,1994,1,10.86,111.07
traditional,purchase-only,quarterly,State,Minnesota,MN,1995,1,13.49,113.8
traditional,purchase-only,quarterly,State,Minnesota,MN,1996,1,19.44,119.85
traditional,purchase-only,quarterly,State,Minnesota,MN,1997,1,24.63,125.13
traditional,purchase-only,quarterly,State,Minnesota,MN,1998,1,29.81,130.37
traditional,purchase-only,quarterly,State,Minnesota,MN,1999,1,41.08,141.72
traditional,purchase-only,quarterly,State,Minnesota,MN,2000,1,56.91,157.65
traditional,purchase-only,quarterly,State,Minnesota,MN,2001,1,75.07,175.91
traditional,purchase-only,quarterly,State,Minnesota,MN,2002,1,91.73,192.65
traditional,purchase-only,quarterly,State,Minnesota,MN,2003,1,109.79,210.79
traditional,purchase-only,quarterly,State,Minnesota,MN,2004,1,125.64,226.69
traditional,purchase-only,quarterly,State,Minnesota,MN,2005,1,139.18,240.26
traditional,purchase-only,quarterly,State,Minnesota,MN,2006,1,149.01,250.18
