hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
traditional,purchase-only,quarterly,State,Minnesota,MN,2007,1,147.7,249.28
traditional,purchase-only,quarterly,State,Minnesota,MN,2008,1,130.84,233.03
traditional,purchase-only,quarterly,State,Minnesota,MN,2009,1,113.93,216.91
traditional,purchase-only,quarterly,State,Minnesota,MN,2010,1,103.71,207.42
traditional,purchase-only,quarterly,State,Minnesota,MN,2011,1,90.09,194.2
traditional,purchase-only,quarterly,State,Minnesota,MN,2012,1,90.04,194.43
traditional,purchase-only,quarterly,State,Minnesota,MN,2013,1,105.13,209.73
traditional,purchase-only,quarterly,State,Minnesota,MN,2014,1,117.87,222.23
traditional,purchase-only,quarterly,State,Minnesota,MN,2015,1,123.21,226.97
traditional,purchase-only,quarterly,State,Minnesota,MN,2016,1,138.7,242.0
traditional,purchase-only,quarterly,State,Minnesota,MN,2017,1,154.25,257.04
traditional,purchase-only,quarterly,State,Minnesota,MN,2018,1,171.22,273.63
traditional,purchase-only,quarterly,State,Minnesota,MN,2019,1,187.05,289.18
traditional,purchase-only,quarterly,State,Minnesota,MN,2020,1,201.18,303.35
traditional,purchase-only,quarterly,State,Minnesota,MN,2021,1,234.75,337.14
traditional,purchase-only,quarterly,State,Minnesota,MN,2022,1,275.63,378.42
traditional,purchase-only,quarterly,State,Minnesota,MN,2023,1,286.92,389.78
traditional,purchase-only,quarterly,State,Minnesota,MN,2024,1,305.81,408.84
traditional,purchase-only,quarterly,State,Missouri,MO,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Missouri,MO,1992,1,2.39,102.37
traditional,purchase-only,quarterly,State,Missouri,MO,1993,1,3.95,103.9
traditional,purchase-only,quarterly,State,Missouri,MO,1994,1,10.35,110.26
traditional,purchase-only,quarterly,State,Missouri,MO,1995,1,14.97,114.84
traditional,purchase-only,quarterly,State,Missouri,MO,1996,1,19.35,119.18
traditional,purchase-only,quarterly,State,Missouri,MO,1997,1,24.73,124.55
traditional,purchase-only,quarterly,State,Missouri,MO,1998,1,28.63,128.5
traditional,purchase-only,quarterly,State,Missouri,MO,1999,1,36.1,136.06
traditional,purchase-only,quarterly,State,Missouri,MO,2000,1,42.92,142.97
traditional,purchase-only,quarterly,State,Missouri,MO,2001,1,50.83,150.94
traditional,purchase-only,quarterly,State,Missouri,MO,2002,1,59.18,159.35
traditional,purchase-only,quarterly,State,Missouri,MO,2003,1,67.92,168.12
traditional,purchase-only,quarterly,State,Missouri,MO,2004,1,77.85,178.1
traditional,purchase-only,quarterly,State,Missouri,MO,2005,1,86.65,187.05
traditional,purchase-only,quarterly,State,Missouri,MO,2006,1,97.94,198.55
traditional,purchase-only,quarterly,State,Missouri,MO,2007,1,102.42,203.32
traditional,purchase-only,quarterly,State,Missouri,MO,2008,1,93.88,194.97
traditional,purchase-only,quarterly,State,Missouri,MO,2009,1,88.69,190.06
traditional,purchase-only,quarterly,State,Missouri,MO,2010,1,81.42,182.92
traditional,purchase-only,quarterly,State,Missouri,MO,2011,1,71.41,173.01
traditional,purchase-only,quarterly,State,Missouri,MO,2012,1,74.17,175.95
traditional,purchase-only,quarterly,State,Missouri,MO,2013,1,78.98,180.9
traditional,purchase-only,quarterly,State,Missouri,MO,2014,1,83.66,185.65
traditional,purchase-only,quarterly,State,Missouri,MO,2015,1,89.89,191.82
traditional,purchase-only,quarterly,State,Missouri,MO,2016,1,102.75,204.65
traditional,purchase-only,quarterly,State,Missouri,MO,2017,1,110.3,211.92
traditional,purchase-only,quarterly,State,Missouri,MO,2018,1,124.87,226.36
traditional,purchase-only,quarterly,State,Missouri,MO,2019,1,136.14,237.41
traditional,purchase-only,quarterly,State,Missouri,MO,2020,1,151.78,253.06
traditional,purchase-only,quarterly,State,Missouri,MO,2021,1,184.47,285.83
traditional,purchase-only,quarterly,State,Missouri,MO,2022,1,229.38,330.98
traditional,purchase-only,quarterly,State,Missouri,MO,2023,1,249.12,350.73
traditional,purchase-only,quarterly,State,Missouri,MO,2024,1,275.8,377.45
traditional,purchase-only,quarterly,State,Mississippi,MS,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Mississippi,MS,1992,1,3.05,103.13
traditional,purchase-only,quarterly,State,Mississippi,MS,1993,1,4.89,105.13
traditional,purchase-only,quarterly,State,Mississippi,MS,1994,1,10.67,111.13
traditional,purchase-only,quarterly,State,Mississippi,MS,1995,1,15.52,116.2
traditional,purchase-only,quarterly,State,Mississippi,MS,1996,1,19.7,120.53
traditional,purchase-only,quarterly,State,Mississippi,MS,1997,1,24.27,125.21
traditional,purchase-only,quarterly,State,Mississippi,MS,1998,1,28.9,129.93
traditional,purchase-only,quarterly,State,Mississippi,MS,1999,1,34.93,136.02
traditional,purchase-only,quarterly,State,Mississippi,MS,2000,1,38.23,139.35
traditional,purchase-only,quarterly,State,Mississippi,MS,2001,1,41.95,143.11
traditional,purchase-only,quarterly,State,Mississippi,MS,2002,1,46.9,148.05
traditional,purchase-only,quarterly,State,Mississippi,MS,2003,1,52.18,153.36
traditional,purchase-only,quarterly,State,Mississippi,MS,2004,1,56.43,157.62
traditional,purchase-only,quarterly,State,Mississippi,MS,2005,1,65.07,166.51
traditional,purchase-only,quarterly,State,Mississippi,MS,2006,1,79.51,181.47
traditional,purchase-only,quarterly,State,Mississippi,MS,2007,1,93.69,196.47
traditional,purchase-only,quarterly,State,Mississippi,MS,2008,1,89.72,193.13
traditional,purchase-only,quarterly,State,Mississippi,MS,2009,1,77.08,180.86
traditional,purchase-only,quarterly,State,Mississippi,MS,2010,1,73.24,177.25
traditional,purchase-only,quarterly,State,Mississippi,MS,2011,1,67.93,171.76
traditional,purchase-only,quarterly,State,Mississippi,MS,2012,1,69.63,173.06
traditional,purchase-only,quarterly,State,Mississippi,MS,2013,1,75.99,178.94
traditional,purchase-only,quarterly,State,Mississippi,MS,2014,1,76.92,179.32
traditional,purchase-only,quarterly,State,Mississippi,MS,2015,1,83.0,185.01
traditional,purchase-only,quarterly,State,Mississippi,MS,2016,1,87.69,189.48
traditional,purchase-only,quarterly,State,Mississippi,MS,2017,1,92.84,194.62
traditional,purchase-only,quarterly,State,Mississippi,MS,2018,1,98.81,200.69
traditional,purchase-only,quarterly,State,Mississippi,MS,2019,1,104.92,207.0
traditional,purchase-only,quarterly,State,Mississippi,MS,2020,1,113.57,215.85
traditional,purchase-only,quarterly,State,Mississippi,MS,2021,1,133.25,235.96
traditional,purchase-only,quarterly,State,Mississippi,MS,2022,1,170.7,274.23
traditional,purchase-only,quarterly,State,Mississippi,MS,2023,1,188.9,293.12
traditional,purchase-only,quarterly,State,Mississippi,MS,2024,1,196.37,301.03
traditional,purchase-only,quarterly,State,Montana,MT,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Montana,MT,1992,1,11.62,111.65
traditional,purchase-only,quarterly,State,Montana,MT,1993,1,24.09,124.16
traditional,purchase-only,quarterly,State,Montana,MT,1994,1,37.46,137.51
traditional,purchase-only,quarterly,State,Montana,MT,1995,1,47.29,147.29
traditional,purchase-only,quarterly,State,Montana,MT,1996,1,53.72,153.63
traditional,purchase-only,quarterly,State,Montana,MT,1997,1,60.66,160.5
traditional,purchase-only,quarterly,State,Montana,MT,1998,1,62.24,162.01
traditional,purchase-only,quarterly,State,Montana,MT,1999,1,65.05,164.81
traditional,purchase-only,quarterly,State,Montana,MT,2000,1,73.06,172.9
traditional,purchase-only,quarterly,State,Montana,MT,2001,1,83.79,183.79
traditional,purchase-only,quarterly,State,Montana,MT,2002,1,92.66,192.86
traditional,purchase-only,quarterly,State,Montana,MT,2003,1,104.82,205.12
traditional,purchase-only,quarterly,State,Montana,MT,2004,1,123.09,223.54
traditional,purchase-only,quarterly,State,Montana,MT,2005,1,149.77,250.15
traditional,purchase-only,quarterly,State,Montana,MT,2006,1,182.23,282.3
traditional,purchase-only,quarterly,State,Montana,MT,2007,1,204.1,303.61
traditional,purchase-only,quarterly,State,Montana,MT,2008,1,214.34,313.66
traditional,purchase-only,quarterly,State,Montana,MT,2009,1,205.39,304.84
traditional,purchase-only,quarterly,State,Montana,MT,2010,1,194.74,294.43
traditional,purchase-only,quarterly,State,Montana,MT,2011,1,172.68,272.48
traditional,purchase-only,quarterly,State,Montana,MT,2012,1,183.4,283.19
traditional,purchase-only,quarterly,State,Montana,MT,2013,1,204.67,304.25
traditional,purchase-only,quarterly,State,Montana,MT,2014,1,214.15,313.49
traditional,purchase-only,quarterly,State,Montana,MT,2015,1,227.77,327.06
traditional,purchase-only,quarterly,State,Montana,MT,2016,1,239.41,339.22
traditional,purchase-only,quarterly,State,Montana,MT,2017,1,255.34,355.89
traditional,purchase-only,quarterly,State,Montana,MT,2018,1,277.13,378.52
traditional,purchase-only,quarterly,State,Montana,MT,2019,1,289.79,391.7
traditional,purchase-only,quarterly,State,Montana,MT,2020,1,335.43,438.14
traditional,purchase-only,quarterly,State,Montana,MT,2021,1,399.9,503.16
traditional,purchase-only,quarterly,State,Montana,MT,2022,1,522.53,626.92
traditional,purchase-only,quarterly,State,Montana,MT,2023,1,558.56,663.01
traditional,purchase-only,quarterly,State,Montana,MT,2024,1,592.48,697.37
traditional,purchase-only,quarterly,State,North Carolina,NC,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,North Carolina,NC,1992,1,1.88,101.88
traditional,purchase-only,quarterly,State,North Carolina,NC,1993,1,4.04,104.04
traditional,purchase-only,quarterly,State,North Carolina,NC,1994,1,9.28,109.29
traditional,purchase-only,quarterly,State,North Carolina,NC,1995,1,15.35,115.35
traditional,purchase-only,quarterly,State,North Carolina,NC,1996,1,20.73,120.74
traditional,purchase-only,quarterly,State,North Carolina,NC,1997,1,25.56,125.56
traditional,purchase-only,quarterly,State,North Carolina,NC,1998,1,30.4,130.4
traditional,purchase-only,quarterly,State,North Carolina,NC,1999,1,35.97,135.93
traditional,purchase-only,quarterly,State,North Carolina,NC,2000,1,41.04,140.94
traditional,purchase-only,quarterly,State,North Carolina,NC,2001,1,47.02,146.83
traditional,purchase-only,quarterly,State,North Carolina,NC,2002,1,50.99,150.73
traditional,purchase-only,quarterly,State,North Carolina,NC,2003,1,56.12,155.79
traditional,purchase-only,quarterly,State,North Carolina,NC,2004,1,60.95,160.64
traditional,purchase-only,quarterly,State,North Carolina,NC,2005,1,71.85,171.67
traditional,purchase-only,quarterly,State,North Carolina,NC,2006,1,85.35,185.43
traditional,purchase-only,quarterly,State,North Carolina,NC,2007,1,96.99,197.48
traditional,purchase-only,quarterly,State,North Carolina,NC,2008,1,97.66,198.68
traditional,purchase-only,quarterly,State,North Carolina,NC,2009,1,94.6,196.24
traditional,purchase-only,quarterly,State,North Carolina,NC,2010,1,82.12,184.09
traditional,purchase-only,quarterly,State,North Carolina,NC,2011,1,70.6,172.7
traditional,purchase-only,quarterly,State,North Carolina,NC,2012,1,69.43,171.51
traditional,purchase-only,quarterly,State,North Carolina,NC,2013,1,76.57,178.57
traditional,purchase-only,quarterly,State,North Carolina,NC,2014,1,80.5,182.18
traditional,purchase-only,quarterly,State,North Carolina,NC,2015,1,89.04,190.45
traditional,purchase-only,quarterly,State,North Carolina,NC,2016,1,99.61,200.73
traditional,purchase-only,quarterly,State,North Carolina,NC,2017,1,110.67,211.58
traditional,purchase-only,quarterly,State,North Carolina,NC,2018,1,127.73,228.48
traditional,purchase-only,quarterly,State,North Carolina,NC,2019,1,141.58,242.23
traditional,purchase-only,quarterly,State,North Carolina,NC,2020,1,159.42,260.04
traditional,purchase-only,quarterly,State,North Carolina,NC,2021,1,195.47,296.16
traditional,purchase-only,quarterly,State,North Carolina,NC,2022,1,265.03,365.92
traditional,purchase-only,quarterly,State,North Carolina,NC,2023,1,295.18,396.13
traditional,purchase-only,quarterly,State,North Carolina,NC,2024,1,320.07,421.0
traditional,purchase-only,quarterly,State,North Dakota,ND,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,North Dakota,ND,1992,1,2.55,102.55
traditional,purchase-only,quarterly,State,North Dakota,ND,1993,1,7.0,107.01
traditional,purchase-only,quarterly,State,North Dakota,ND,1994,1,14.78,114.81
traditional,purchase-only,quarterly,State,North Dakota,ND,1995,1,21.69,121.83
traditional,purchase-only,quarterly,State,North Dakota,ND,1996,1,22.8,123.05
traditional,purchase-only,quarterly,State,North Dakota,ND,1997,1,26.92,127.27
traditional,purchase-only,quarterly,State,North Dakota,ND,1998,1,28.13,128.49
traditional,purchase-only,quarterly,State,North Dakota,ND,1999,1,34.67,135.06
traditional,purchase-only,quarterly,State,North Dakota,ND,2000,1,38.46,138.85
traditional,purchase-only,quarterly,State,North Dakota,ND,2001,1,42.53,142.96
traditional,purchase-only,quarterly,State,North Dakota,ND,2002,1,46.34,146.85
traditional,purchase-only,quarterly,State,North Dakota,ND,2003,1,56.85,157.59
traditional,purchase-only,quarterly,State,North Dakota,ND,2004,1,64.86,165.82
traditional,purchase-only,quarterly,State,North Dakota,ND,2005,1,78.18,179.29
traditional,purchase-only,quarterly,State,North Dakota,ND,2006,1,88.63,189.81
traditional,purchase-only,quarterly,State,North Dakota,ND,2007,1,101.01,202.2
traditional,purchase-only,quarterly,State,North Dakota,ND,2008,1,107.28,208.39
traditional,purchase-only,quarterly,State,North Dakota,ND,2009,1,108.08,209.02
traditional,purchase-only,quarterly,State,North Dakota,ND,2010,1,122.16,223.07
traditional,purchase-only,quarterly,State,North Dakota,ND,2011,1,120.39,221.09
traditional,purchase-only,quarterly,State,North Dakota,ND,2012,1,134.78,235.37
traditional,purchase-only,quarterly,State,North Dakota,ND,2013,1,154.66,255.17
traditional,purchase-only,quarterly,State,North Dakota,ND,2014,1,174.04,274.76
traditional,purchase-only,quarterly,State,North Dakota,ND,2015,1,192.71,293.68
traditional,purchase-only,quarterly,State,North Dakota,ND,2016,1,196.39,297.64
traditional,purchase-only,quarterly,State,North Dakota,ND,2017,1,197.68,299.14
traditional,purchase-only,quarterly,State,North Dakota,ND,2018,1,202.91,304.66
traditional,purchase-only,quarterly,State,North Dakota,ND,2019,1,213.69,315.71
traditional,purchase-only,quarterly,State,North Dakota,ND,2020,1,217.17,319.45
traditional,purchase-only,quarterly,State,North Dakota,ND,2021,1,239.11,341.85
traditional,purchase-only,quarterly,State,North Dakota,ND,2022,1,276.15,379.71
traditional,purchase-only,quarterly,State,North Dakota,ND,2023,1,294.62,398.76
traditional,purchase-only,quarterly,State,North Dakota,ND,2024,1,309.03,413.56
traditional,purchase-only,quarterly,State,Nebraska,NE,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Nebraska,NE,1992,1,5.91,105.93
traditional,purchase-only,quarterly,State,Nebraska,NE,1993,1,12.06,112.1
traditional,purchase-only,quarterly,State,Nebraska,NE,1994,1,19.88,119.97
traditional,purchase-only,quarterly,State,Nebraska,NE,1995,1,25.47,125.58
traditional,purchase-only,quarterly,State,Nebraska,NE,1996,1,31.31,131.42
traditional,purchase-only,quarterly,State,Nebraska,NE,1997,1,38.52,138.62
traditional,purchase-only,quarterly,State,Nebraska,NE,1998,1,46.6,146.7
traditional,purchase-only,quarterly,State,Nebraska,NE,1999,1,53.5,153.61
traditional,purchase-only,quarterly,State,Nebraska,NE,2000,1,57.69,157.85
traditional,purchase-only,quarterly,State,Nebraska,NE,2001,1,62.13,162.38
traditional,purchase-only,quarterly,State,Nebraska,NE,2002,1,67.79,168.16
traditional,purchase-only,quarterly,State,Nebraska,NE,2003,1,74.53,175.07
traditional,purchase-only,quarterly,State,Nebraska,NE,2004,1,81.05,181.82
traditional,purchase-only,quarterly,State,Nebraska,NE,2005,1,88.41,189.52
traditional,purchase-only,quarterly,State,Nebraska,NE,2006,1,92.41,193.95
traditional,purchase-only,quarterly,State,Nebraska,NE,2007,1,95.81,197.8
traditional,purchase-only,quarterly,State,Nebraska,NE,2008,1,91.45,193.63
traditional,purchase-only,quarterly,State,Nebraska,NE,2009,1,87.09,189.25
traditional,purchase-only,quarterly,State,Nebraska,NE,2010,1,87.81,189.78
traditional,purchase-only,quarterly,State,Nebraska,NE,2011,1,86.57,188.28
traditional,purchase-only,quarterly,State,Nebraska,NE,2012,1,89.59,190.97
traditional,purchase-only,quarterly,State,Nebraska,NE,2013,1,99.45,200.69
traditional,purchase-only,quarterly,State,Nebraska,NE,2014,1,104.64,205.78
traditional,purchase-only,quarterly,State,Nebraska,NE,2015,1,114.77,216.01
traditional,purchase-only,quarterly,State,Nebraska,NE,2016,1,120.6,221.87
traditional,purchase-only,quarterly,State,Nebraska,NE,2017,1,134.92,236.34
traditional,purchase-only,quarterly,State,Nebraska,NE,2018,1,152.34,253.93
traditional,purchase-only,quarterly,State,Nebraska,NE,2019,1,163.18,264.89
traditional,purchase-only,quarterly,State,Nebraska,NE,2020,1,179.72,281.6
traditional,purchase-only,quarterly,State,Nebraska,NE,2021,1,213.74,315.83
traditional,purchase-only,quarterly,State,Nebraska,NE,2022,1,259.34,361.76
traditional,purchase-only,quarterly,State,Nebraska,NE,2023,1,283.47,385.99
traditional,purchase-only,quarterly,State,Nebraska,NE,2024,1,308.76,411.45
traditional,purchase-only,quarterly,State,New Hampshire,NH,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,New Hampshire,NH,1992,1,-4.27,95.78
traditional,purchase-only,quarterly,State,New Hampshire,NH,1993,1,-8.56,91.57
traditional,purchase-only,quarterly,State,New Hampshire,NH,1994,1,-5.85,94.47
traditional,purchase-only,quarterly,State,New Hampshire,NH,1995,1,-8.03,92.44
traditional,purchase-only,quarterly,State,New Hampshire,NH,1996,1,-4.11,96.62
traditional,purchase-only,quarterly,State,New Hampshire,NH,1997,1,-1.0,99.9
traditional,purchase-only,quarterly,State,New Hampshire,NH,1998,1,5.03,106.16
traditional,purchase-only,quarterly,State,New Hampshire,NH,1999,1,14.75,116.11
traditional,purchase-only,quarterly,State,New Hampshire,NH,2000,1,29.18,130.88
traditional,purchase-only,quarterly,State,New Hampshire,NH,2001,1,47.56,149.56
traditional,purchase-only,quarterly,State,New Hampshire,NH,2002,1,64.83,167.06
traditional,purchase-only,quarterly,State,New Hampshire,NH,2003,1,86.88,189.32
traditional,purchase-only,quarterly,State,New Hampshire,NH,2004,1,107.0,209.53
traditional,purchase-only,quarterly,State,New Hampshire,NH,2005,1,125.85,228.37
traditional,purchase-only,quarterly,State,New Hampshire,NH,2006,1,134.8,237.2
traditional,purchase-only,quarterly,State,New Hampshire,NH,2007,1,129.15,231.58
traditional,purchase-only,quarterly,State,New Hampshire,NH,2008,1,115.42,218.07
traditional,purchase-only,quarterly,State,New Hampshire,NH,2009,1,105.35,208.47
traditional,purchase-only,quarterly,State,New Hampshire,NH,2010,1,92.32,195.87
traditional,purchase-only,quarterly,State,New Hampshire,NH,2011,1,84.03,187.86
traditional,purchase-only,quarterly,State,New Hampshire,NH,2012,1,81.89,185.76
traditional,purchase-only,quarterly,State,New Hampshire,NH,2013,1,85.75,189.51
traditional,purchase-only,quarterly,State,New Hampshire,NH,2014,1,95.25,198.75
traditional,purchase-only,quarterly,State,New Hampshire,NH,2015,1,104.1,207.27
traditional,purchase-only,quarterly,State,New Hampshire,NH,2016,1,110.02,212.98
traditional,purchase-only,quarterly,State,New Hampshire,NH,2017,1,127.14,230.28
traditional,purchase-only,quarterly,State,New Hampshire,NH,2018,1,137.52,240.85
traditional,purchase-only,quarterly,State,New Hampshire,NH,2019,1,149.97,253.37
traditional,purchase-only,quarterly,State,New Hampshire,NH,2020,1,168.85,272.36
traditional,purchase-only,quarterly,State,New Hampshire,NH,2021,1,213.14,316.99
traditional,purchase-only,quarterly,State,New Hampshire,NH,2022,1,275.75,380.24
traditional,purchase-only,quarterly,State,New Hampshire,NH,2023,1,298.29,402.89
traditional,purchase-only,quarterly,State,New Hampshire,NH,2024,1,335.65,440.89
traditional,purchase-only,quarterly,State,New Jersey,NJ,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,New Jersey,NJ,1992,1,1.07,101.16
traditional,purchase-only,quarterly,State,New Jersey,NJ,1993,1,0.22,100.45
traditional,purchase-only,quarterly,State,New Jersey,NJ,1994,1,1.87,102.26
traditional,purchase-only,quarterly,State,New Jersey,NJ,1995,1,0.91,101.47
traditional,purchase-only,quarterly,State,New Jersey,NJ,1996,1,1.29,101.99
traditional,purchase-only,quarterly,State,New Jersey,NJ,1997,1,1.74,102.56
traditional,purchase-only,quarterly,State,New Jersey,NJ,1998,1,5.78,106.67
traditional,purchase-only,quarterly,State,New Jersey,NJ,1999,1,11.16,112.13
traditional,purchase-only,quarterly,State,New Jersey,NJ,2000,1,21.62,122.74
traditional,purchase-only,quarterly,State,New Jersey,NJ,2001,1,35.07,136.48
traditional,purchase-only,quarterly,State,New Jersey,NJ,2002,1,51.43,153.2
traditional,purchase-only,quarterly,State,New Jersey,NJ,2003,1,73.85,175.97
traditional,purchase-only,quarterly,State,New Jersey,NJ,2004,1,98.56,200.98
traditional,purchase-only,quarterly,State,New Jersey,NJ,2005,1,127.84,230.43
traditional,purchase-only,quarterly,State,New Jersey,NJ,2006,1,152.89,255.51
traditional,purchase-only,quarterly,State,New Jersey,NJ,2007,1,153.25,255.54
traditional,purchase-only,quarterly,State,New Jersey,NJ,2008,1,141.36,243.45
traditional,purchase-only,quarterly,State,New Jersey,NJ,2009,1,123.55,225.7
traditional,purchase-only,quarterly,State,New Jersey,NJ,2010,1,115.6,218.24
traditional,purchase-only,quarterly,State,New Jersey,NJ,2011,1,103.68,206.93
traditional,purchase-only,quarterly,State,New Jersey,NJ,2012,1,94.49,198.26
traditional,purchase-only,quarterly,State,New Jersey,NJ,2013,1,95.9,200.01
traditional,purchase-only,quarterly,State,New Jersey,NJ,2014,1,100.81,205.08
traditional,purchase-only,quarterly,State,New Jersey,NJ,2015,1,106.36,210.66
traditional,purchase-only,quarterly,State,New Jersey,NJ,2016,1,108.09,212.31
traditional,purchase-only,quarterly,State,New Jersey,NJ,2017,1,113.92,217.85
traditional,purchase-only,quarterly,State,New Jersey,NJ,2018,1,126.54,230.1
traditional,purchase-only,quarterly,State,New Jersey,NJ,2019,1,132.37,235.52
traditional,purchase-only,quarterly,State,New Jersey,NJ,2020,1,146.67,249.85
traditional,purchase-only,quarterly,State,New Jersey,NJ,2021,1,181.25,284.89
traditional,purchase-only,quarterly,State,New Jersey,NJ,2022,1,223.41,327.37
traditional,purchase-only,quarterly,State,New Jersey,NJ,2023,1,245.21,348.84
traditional,purchase-only,quarterly,State,New Jersey,NJ,2024,1,287.66,390.95
traditional,purchase-only,quarterly,State,New Mexico,NM,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,New Mexico,NM,1992,1,6.3,106.36
traditional,purchase-only,quarterly,State,New Mexico,NM,1993,1,11.71,111.8
traditional,purchase-only,quarterly,State,New Mexico,NM,1994,1,24.82,124.92
traditional,purchase-only,quarterly,State,New Mexico,NM,1995,1,33.32,133.44
traditional,purchase-only,quarterly,State,New Mexico,NM,1996,1,37.02,137.18
traditional,purchase-only,quarterly,State,New Mexico,NM,1997,1,38.63,138.82
traditional,purchase-only,quarterly,State,New Mexico,NM,1998,1,39.41,139.64
traditional,purchase-only,quarterly,State,New Mexico,NM,1999,1,43.94,144.18
traditional,purchase-only,quarterly,State,New Mexico,NM,2000,1,44.64,144.87
traditional,purchase-only,quarterly,State,New Mexico,NM,2001,1,48.45,148.66
traditional,purchase-only,quarterly,State,New Mexico,NM,2002,1,52.27,152.5
traditional,purchase-only,quarterly,State,New Mexico,NM,2003,1,62.84,163.1
traditional,purchase-only,quarterly,State,New Mexico,NM,2004,1,74.24,174.54
traditional,purchase-only,quarterly,State,New Mexico,NM,2005,1,92.41,192.71
traditional,purchase-only,quarterly,State,New Mexico,NM,2006,1,120.2,220.55
traditional,purchase-only,quarterly,State,New Mexico,NM,2007,1,139.82,240.28
traditional,purchase-only,quarterly,State,New Mexico,NM,2008,1,140.12,240.71
traditional,purchase-only,quarterly,State,New Mexico,NM,2009,1,123.02,223.75
traditional,purchase-only,quarterly,State,New Mexico,NM,2010,1,120.28,221.13
traditional,purchase-only,quarterly,State,New Mexico,NM,2011,1,104.18,205.13
traditional,purchase-only,quarterly,State,New Mexico,NM,2012,1,98.27,199.35
traditional,purchase-only,quarterly,State,New Mexico,NM,2013,1,104.74,206.02
traditional,purchase-only,quarterly,State,New Mexico,NM,2014,1,105.43,206.89
traditional,purchase-only,quarterly,State,New Mexico,NM,2015,1,109.04,210.6
traditional,purchase-only,quarterly,State,New Mexico,NM,2016,1,112.73,214.35
traditional,purchase-only,quarterly,State,New Mexico,NM,2017,1,124.08,225.75
traditional,purchase-only,quarterly,State,New Mexico,NM,2018,1,132.42,234.07
traditional,purchase-only,quarterly,State,New Mexico,NM,2019,1,143.95,245.59
traditional,purchase-only,quarterly,State,New Mexico,NM,2020,1,162.78,264.34
traditional,purchase-only,quarterly,State,New Mexico,NM,2021,1,193.49,295.11
traditional,purchase-only,quarterly,State,New Mexico,NM,2022,1,240.53,342.28
traditional,purchase-only,quarterly,State,New Mexico,NM,2023,1,267.51,369.29
traditional,purchase-only,quarterly,State,New Mexico,NM,2024,1,290.06,391.86
traditional,purchase-only,quarterly,State,Nevada,NV,1991,1,0.0,100.0
traditional,purchase-only,quarterly,State,Nevada,NV,1992,1,2.67,102.69
traditional,purchase-only,quarterly,State,Nevada,NV,1993,1,3.8,103.84
traditional,purchase-only,quarterly,State,Nevada,NV,1994,1,7.32,107.38
traditional,purchase-only,quarterly,State,Nevada,NV,1995,1,10.39,110.44
traditional,purchase-only,quarterly,State,Nevada,NV,1996,1,13.88,113.9
traditional,purchase-only,quarterly,State,Nevada,NV,1997,1,16.28,116.25
traditional,purchase-only,quarterly,State,Nevada,NV,1998,1,16.93,116.83
traditional,purchase-only,quarterly,State,Nevada,NV,1999,1,20.79,120.63
traditional,purchase-only,quarterly,State,Nevada,NV,2000,1,24.21,123.96
traditional,purchase-only,quarterly,State,Nevada,NV,2001,1,31.0,130.77
traditional,purchase-only,quarterly,State,Nevada,NV,2002,1,40.61,140.44
traditional,purchase-only,quarterly,State,Nevada,NV,2003,1,53.46,153.41
traditional,purchase-only,quarterly,State,Nevada,NV,2004,1,86.35,186.39
traditional,purchase-only,quarterly,State,Nevada,NV,2005,1,139.65,239.83
traditional,purchase-only,quarterly,State,Nevada,NV,2006,1,173.38,273.67
traditional,purchase-only,quarterly,State,Nevada,NV,2007,1,162.53,262.84
traditional,purchase-only,quarterly,State,Nevada,NV,2008,1,117.02,217.42
traditional,purchase-only,quarterly,State,Nevada,NV,2009,1,49.68,150.15
traditional,purchase-only,quarterly,State,Nevada,NV,2010,1,31.12,131.74
traditional,purchase-only,quarterly,State,Nevada,NV,2011,1,18.51,119.16
traditional,purchase-only,quarterly,State,Nevada,NV,2012,1,11.63,112.23
traditional,purchase-only,quarterly,State,Nevada,NV,2013,1,38.95,139.54
traditional,purchase-only,quarterly,State,Nevada,NV,2014,1,64.14,164.55
traditional,purchase-only,quarterly,State,Nevada,NV,2015,1,79.97,180.15
traditional,purchase-only,quarterly,State,Nevada,NV,2016,1,98.87,198.85
traditional,purchase-only,quarterly,State,Nevada,NV,2017,1,114.52,214.35
traditional,purchase-only,quarterly,State,Nevada,NV,2018,1,142.65,242.46
traditional,purchase-only,quarterly,State,Nevada,NV,2019,1,166.76,266.66
traditional,purchase-only,quarterly,State,Nevada,NV,2020,1,178.46,278.58
traditional,purchase-only,quarterly,State,Nevada,NV,2021,1,213.85,314.07
traditional,purchase-only,quarterly,State,Nevada,NV,2022,1,291.7,392.13
traditional,purchase-only,quarterly,State,Nevada,NV,2023,1,275.66,375.98
traditional,purchase-only,quarterly,State,Nevada,NV,2024,1,308.3,408.57
traditional,purchase-only,quarterly,State,New York,NY,1991,1,0.0,100.0
